#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    2.1540769e+04  5.7804956e+02
   2.400e+01    1.5994710e+04  4.4500242e+02
   2.000e+00    1.5081811e+04  4.2358133e+02
   2.000e+01    1.6197705e+04  4.4974536e+02
   4.000e+00    1.5009244e+04  4.2188451e+02
   1.800e+01    1.5835979e+04  4.4126348e+02
   6.000e+00    1.5300749e+04  4.2870109e+02
   1.600e+01    1.6382968e+04  4.5408802e+02
   8.000e+00    1.6051480e+04  4.4633759e+02
   1.400e+01    1.5878232e+04  4.4221842e+02
   1.000e+01    1.6038655e+04  4.4603608e+02
   1.200e+01    1.5804602e+04  4.4050474e+02
   2.000e+00    1.5010178e+04  4.2196742e+02
   8.000e+00    1.6004932e+04  4.4520450e+02
   1.600e+01    1.5715165e+04  4.3838734e+02
