#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    1.6901782e+04  1.0904957e+04
   2.400e+01    1.2110822e+04  7.8195047e+03
   2.000e+00    1.2173714e+04  7.8599725e+03
   2.000e+01    1.2163030e+04  7.8531132e+03
   4.000e+00    1.2178737e+04  7.8631986e+03
   1.800e+01    1.2221278e+04  7.8906185e+03
   6.000e+00    1.2189931e+04  7.8704236e+03
   1.600e+01    1.2290761e+04  7.9353155e+03
   8.000e+00    1.2220453e+04  7.8900795e+03
   1.400e+01    1.2321511e+04  7.9551598e+03
   1.000e+01    1.2190472e+04  7.8707687e+03
   1.200e+01    1.2167395e+04  7.8559233e+03
   2.000e+00    1.2097030e+04  7.8106030e+03
   8.000e+00    1.2272294e+04  7.9234234e+03
   1.600e+01    1.2211909e+04  7.8845857e+03
