#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    4.5164440e+04  1.6438149e+02
   3.000e+01    3.9543922e+04  1.5645486e+02
   1.000e+00    3.9458352e+04  1.5633942e+02
   2.800e+01    3.9659913e+04  1.5661161e+02
   2.000e+00    3.9426349e+04  1.5629628e+02
   2.600e+01    3.9668255e+04  1.5662289e+02
   3.000e+00    3.9452057e+04  1.5633093e+02
   2.400e+01    3.9455054e+04  1.5633497e+02
   4.000e+00    3.9345076e+04  1.5618685e+02
   2.200e+01    3.9709618e+04  1.5667887e+02
   5.000e+00    3.9719867e+04  1.5669275e+02
   2.000e+01    3.9509374e+04  1.5640823e+02
   6.000e+00    3.9490099e+04  1.5638223e+02
   1.800e+01    3.9700028e+04  1.5666589e+02
   7.000e+00    3.9553816e+04  1.5646822e+02
   1.600e+01    3.9806234e+04  1.5680978e+02
   8.000e+00    3.9455032e+04  1.5633494e+02
   1.400e+01    3.9580735e+04  1.5650458e+02
   9.000e+00    3.9663874e+04  1.5661697e+02
   1.300e+01    3.9721388e+04  1.5669481e+02
   1.000e+01    3.9332978e+04  1.5617057e+02
   1.200e+01    3.9478960e+04  1.5636721e+02
   1.100e+01    3.9321630e+04  1.5615531e+02
   2.000e+00    3.9717851e+04  1.5669002e+02
   2.800e+01    3.9567544e+04  1.5648676e+02
   8.000e+00    3.9646361e+04  1.5659328e+02
