#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    3.0967202e+03  1.7223971e+02
   3.000e+01    2.4530522e+03  1.4245757e+02
   1.000e+00    2.1694386e+02  6.8041126e+01
   2.700e+01    2.3708413e+03  1.3875765e+02
   2.000e+00    1.4246459e+03  9.9152549e+01
   2.400e+01    2.2006578e+03  1.3119609e+02
   3.000e+00    1.4739662e+03  1.0102637e+02
   2.100e+01    3.0486715e+03  1.6997588e+02
   4.000e+00    9.9428234e+02  8.4260849e+01
   1.800e+01    2.3848382e+03  1.3938531e+02
   5.000e+00    2.0380905e+03  1.2411478e+02
   1.500e+01    2.5043090e+03  1.4477855e+02
   6.000e+00    1.4813682e+03  1.0130993e+02
   1.200e+01    2.3331287e+03  1.3707000e+02
   7.000e+00    1.3471486e+03  9.6268503e+01
   1.000e+01    2.8764710e+03  1.6191006e+02
   8.000e+00    2.1181516e+03  1.2758341e+02
   4.000e+00    1.2737840e+03  9.3611677e+01
   1.000e+00    6.5825565e+02  7.5119657e+01
   2.700e+01    2.0539502e+03  1.2479887e+02
