#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    1.1423528e+05  9.6465097e+02
   2.400e+01    8.3508221e+04  8.3623744e+02
   2.000e+00    7.6645395e+04  8.1257340e+02
   2.200e+01    8.2707146e+04  8.3333987e+02
   4.000e+00    7.8061320e+04  8.1728576e+02
   2.000e+01    8.1400316e+04  8.2880957e+02
   6.000e+00    7.7138826e+04  8.1399268e+02
   1.800e+01    8.1196731e+04  8.2811412e+02
   8.000e+00    7.9328403e+04  8.2139702e+02
   1.600e+01    8.1049925e+04  8.2770836e+02
   1.000e+01    7.9985718e+04  8.2383125e+02
   1.400e+01    8.0671908e+04  8.2615140e+02
   1.200e+01    7.8442401e+04  8.1844428e+02
   4.000e+00    7.8293110e+04  8.1818594e+02
   1.600e+01    8.0698646e+04  8.2637173e+02
