#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    1.2700816e+05  6.0353790e+02
   2.400e+01    9.4023037e+04  5.2768397e+02
   2.000e+00    9.2082691e+04  5.2365944e+02
   2.200e+01    9.4763146e+04  5.2926557e+02
   4.000e+00    9.1978969e+04  5.2344843e+02
   2.000e+01    9.5274197e+04  5.3035273e+02
   6.000e+00    9.2683511e+04  5.2489398e+02
   1.800e+01    9.4121300e+04  5.2789888e+02
   8.000e+00    9.4196171e+04  5.2807198e+02
   1.600e+01    9.4289927e+04  5.2825713e+02
   1.000e+01    9.2325551e+04  5.2414435e+02
   1.400e+01    9.4134993e+04  5.2792852e+02
   1.200e+01    9.3157629e+04  5.2587713e+02
   4.000e+00    9.2230546e+04  5.2396836e+02
   1.600e+01    9.3580013e+04  5.2677085e+02
