#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    9.9731038e+04  5.0892626e+02
   3.000e+01    7.5971746e+04  4.7987817e+02
   1.000e+00    7.5203186e+04  4.7904451e+02
   2.700e+01    7.6446903e+04  4.8039708e+02
   2.000e+00    7.5634785e+04  4.7951180e+02
   2.400e+01    7.6206333e+04  4.8013403e+02
   3.000e+00    7.5489385e+04  4.7935413e+02
   2.100e+01    7.5968009e+04  4.7987410e+02
   4.000e+00    7.5524258e+04  4.7939192e+02
   1.800e+01    7.5586214e+04  4.7945910e+02
   5.000e+00    7.5502800e+04  4.7936866e+02
   1.500e+01    7.5497382e+04  4.7936279e+02
   6.000e+00    7.5783336e+04  4.7967315e+02
   1.200e+01    7.6012038e+04  4.7992207e+02
   7.000e+00    7.5192164e+04  4.7903260e+02
   1.000e+01    7.5694485e+04  4.7957661e+02
   8.000e+00    7.5542028e+04  4.7941119e+02
   4.000e+00    7.5179874e+04  4.7901933e+02
   1.000e+00    7.5695239e+04  4.7957743e+02
   2.700e+01    7.6415027e+04  4.8036219e+02
